id,title,product_type,currency,value,availability,image_link,link
GGCPGAEB145217,Google Zip Hoodie F/C,Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1452.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Google+Zip+Hoodie+FC
GGCPGAEC178213,Google g2g Coach Unisex Hoodie,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1782.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+g2g+Coach+Unisex+Hoodie
GGCPHAAC114716,Hash Code 3rd Place Men's Kit (XL),Kit,USD,180,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1147.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+3rd+Place+Unisex+Kit
GGCPHALC114815,Hash Code 3rd Place Women's Kit (LG),Kit,USD,180,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1148.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+3rd+Place+Womens+Kit
GGCPHAAC115214,Hash Code Swag Unisex Kit (MD),Kit,USD,130,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1152.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+Swag+Unisex+Kit
GGCPTCBA148515,Kick Start Bundlle 7 (Women's),Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1485.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Kick+Start+Bundlle+7+Womens
GGCPGCBA301113,Kit 3 - Yellow,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX3011.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Kit+3+Yellow+TEE
GGCPGCBA200299,Kit 4,Kit,USD,23.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA200299.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Kit+4
GGEBCADL115914,Marine Layer Men's Corbet Full Zip Jacket,Apparel,USD,130,in_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCXXX1159.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Marine+Layer+Mens+Corbet+Full+Zip+Jacket
GGCPCAHL400913,Men's Polo Shirt,Apparel,USD,31.12,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX4009.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Mens+Polo+Shirt
GGOEGAEB197116,Mixed Googlers Unisex Hoodie,Apparel,USD,46.06,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1971.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mixed+Googlers+Unisex+Hoodie
GGCPGFBQ130599,Mommy Works at Google Book,Office,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGFBQ153699.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Mommy+Works+at+Google+Book
GGCPGCBJ305599,Proviz Switch backpack cover,Accessories,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBJ305599.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Proviz+Switch+backpack+cover
GGOEGHPB211899,Super G Eco Bucket Hat,Accessories,USD,20,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGHPB211899.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Super-G-Eco-Bucket-Hat
GGCPCAEJ204413,Unisex Afternoon Zip Hoodie,Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX2044.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Unisex+Afternoon+Zip+Hoodie
GGOEGAEQ117416,Unisex Google Color Block Tee White,Apparel,USD,29,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1174.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Google+Color+Block+Tee+White
GGEBCCBA303216,WFH the Google way Men's,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCXXX3032.jpg,https://shop.googlemerchandisestore.com/Google+EBC+Portal/WFH+the+Google+way+Mens
GGCOGAEQ215316,Women Techmakers Long Sleeve Tee,Apparel,USD,28,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2153.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Women+Techmakers+Long+Sleeve+Tee
GGCPCATB193817,Women's ASL Cambria Fleece,Apparel,USD,66,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX1938.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Womens+ASL+Cambria+Fleece
GGCPGALB169516,Women's Google Localization 2021 Summit T-shirt,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1695.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Womens+Google+Localization+2021+Summit+Tee
GGCPGALJ134215,Women's Tee Set (Gray N3Q/White Sushi),Kit,USD,31,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1342.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Womens+Tee+Set+Gray+N3Q+White+Sushi
GGOEGAYR118713,Youth Google Pocket Tee Red,Apparel,USD,26,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1187.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Google+Pocket+Tee+Red
GGOEAAWQ063048,Android Baby Essentials Set,Apparel,USD,33.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0630.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Infant/Android+Baby+Essentials+Set.axd
GGOEAEGH100899,Android Cable Organizer Green,Office,USD,4.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAEGH100899.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Cable+Organizer+Green
GGOEAAEC029416,Android Women's Short Sleeve Tri-blend Badge Tee Light Blue,Apparel,USD,18.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0294.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Women+s+T+Shirts/Android+Womens+S+S+Triblend+Badge+Tee+light+blue.axd
GGEBCCBA107299,CAB High Tier - Workspace,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA107299.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+CAB+Portal/Google+Cloud+CAB+Workspace+Bundle+H
GGCPCBRA309699,Canvas Sling Bag,Bags,USD,1125,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCBRA309699.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Canvas+Sling+Bag
GGOEGFKA194899,Chrome Dino Keyboard Sticker,Accessories,USD,2,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFKA194899.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Chrome+Dino+Keyboard+Sticker
GGOEGFDA213899,Chrome Dino Warm and Cozy Accessory Pack,Accessories,USD,14,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Chrome+Dino+Warm+and+Cozy+Accessory+Pack
GGCLCADB119314,Cloud Architect Unisex Eddie Bauer Full-Zip Fleece Jacket & Beta Hat,Apparel,USD,44.75,out_of_stock,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1193.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Cloud+Architect+Unisex+Eddie+Bauer+Full-Zip+Fleece+Jacket+Beta+Hat
GGCLCAPB113216,Cloud Architect Women's Eddie Bauer Full-Zip Fleece Jacket,Apparel,USD,45,in_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1132.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Cloud+Architect+Womens+Eddie+Bauer+Full-Zip+Fleece+Jacket
GGCPCCBA124999,Cloud Learning Duffel Bag/Water Bottle Kit,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCCBA124999.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Cloud+Learning+Duffel+Bag+Water+Bottle+Kit
GGPRCCBA112714,Cloud Pack and Go Set,Kit,USD,61,out_of_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRCXXX1127.jpg,https://shop.googlemerchandisestore.com/Google+Prize+Portal/Cloud+Pack+and+Go+Set
GGCPGAAB101217,Code-In Unisex Tee,Apparel,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1012.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Code+In+Unisex+Tee
GGCPGABA101915,Code-In Women's Tee/Sticker Kit,Kit,USD,9,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1019.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Code+In+Womens+Tee+Sticker+Kit
GGCLCAPJ107712,Collaboration Engineer Women's Patagonia Pullover,Apparel,USD,67,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1077.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Womens+Collaboration+Engineer+Patagonia+Pullover
GGCLCAPJ125217,Data Engineer Women's Full Zip Sweater Fleece Jacket (Beta),Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1252.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Womens+Data+Engineer+Full+Zip+Sweater+Fleece+Jacket+Beta
GGOSGCBA107499,Docsy Sticker 10-Pack,Accessories,USD,26,out_of_stock,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGCBA107499.jpg,https://shop.googlemerchandisestore.com/Google+OSS+Portal/Docsy+Sticker+10+Pack
GGCPGCBA128699,Essentials Bundle,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA128699.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Essentials+Bundle
GGOEGDHC098799,Google 16oz Tumbler Blue,Drinkware,USD,13,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHC098799.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+16oz+tumbler+blue
GGPRGCBA123799,Google Beach Day Set,Kit,USD,99,out_of_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA123799.jpg,https://shop.googlemerchandisestore.com/Google+Prize+Portal/Google+Beach+Day+Set
GGOEGEVB070899,Google Bongo Cupholder Bluetooth Speaker,Electronics,USD,59.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEVB070899.jpg,
GGOEGEBA164399,Google Bot Multicolored,Accessories,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGEBA164399.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Bot+Multicolored
GGCPCCBA165299,Google Cloud 2021 Merch Collection Kit,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCCBA165299.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Google+Cloud+2021+Merch+Collection+Kit
GGCPGAAB154514,Google Cloud BAP Welcome Kit,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1545.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Cloud+BAP+Welcome+Kit
GGOEGAEJ096414,Google Crewneck Sweatshirt Grey,Apparel,USD,55,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0964.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Crew+Grey
GGOEGAEJ165113,Google Gray French Terry Zip Hoodie,Apparel,USD,55,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1651.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Gray+French+Terry+Zip+Hoodie
GGOEGKBJ194499,Google Grey Cuddle Baby Blanket,Accessories,USD,28,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGKBJ194499.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Grey+Cuddle+Baby+Blanket
GGOEGDHJ184699,Google Gunmetal Etched Bottle,Drinkware,USD,31,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHJ184699.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Gunmetal+Etched+Bottle
GGOEGDWC149199,Google Kirkland Campus Mug,Drinkware,USD,12,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDWC149199.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Kirkland+Campus+Mug
GGOEGDNL210699,Google Large Wave Tumbler,Drinkware,USD,37,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNL210699.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Large+Wave+Tumbler
GGOEGHPB120910,Google Leather Strap Hat Black,Apparel,USD,20,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGHPB120910.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Leather+Strap+Hat+Black
GGOEGPJA202610,Google Mewgler Baja Cat Collar,Accessories,USD,14,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGPJA202610.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Mewgler+Baja+Cat+Collar
GGPRGBJA118299,Google Navy Stripe Sea Tote,Bags,USD,48,out_of_stock,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGBJA118299.jpg,https://shop.googlemerchandisestore.com/Google+Prize+Portal/Google+Navy+Stripe+Sea+Tote
GGOEGAEB199816,Google Sherpa Black Zip Hoodie,Apparel,USD,85,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1998.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Black+Zip+Hoodie
GGOEGABB107415,Google Tech Glove,Apparel,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tech+Glove
GGCNGHPB102110,Google Vintage Wash Black Cap,Apparel,USD,24,in_stock,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGHPB102110.jpg,https://shop.googlemerchandisestore.com/Google+Canada/Google+Vintage+Wash+Black+Cap
GGOEGAEJ028513,Google Women's Muscle Tee Heather,Apparel,USD,18.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0285.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens/Womens+TShirt/Google+Womens+Muscle+Tee.axd
GGOEGALQ120014,Google Women's Ringer Tee,Apparel,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1200.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Ringer+Tee
GGCPHALC114415,Hash Code 1st Place Women's Kit (LG),Kit,USD,180,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPHXXX1144.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Hash+Code+1st+Place+Womens+Kit
GGCPGCBA166799,How to Be and Antiracist Kit,tbd,USD,16.5,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA166799.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/How+to+Be+and+Antiracist
GGOEGHPB197310,Mixed Googlers Organic Cap,Apparel,USD,23.06,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGHPB197310.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mixed+Googlers+Organic+Cap
GGOENEBQ092399,Nest Cam IQ Outdoor - USA,Hardware,USD,349,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOENEBQ092399.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Nest/Nest+USA+/Nest+Cam+IQ+Outdoor+USA.axd
GGCLCFVB106199,Network Engineer JBL Speaker,Electronics,USD,65,in_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCFVB106199.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Network+Engineer++JBL+Clip+3+Speaker
GGCPGCBA406315,PES 2023 Silver Kit,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX4063.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/PES+2023+Silver+Kit
GGCLCCBA110799,Partner Certification Mug & Sticker Kit,Kit,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCCBA110799.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Partner+Certification+Mug+Sticker+Kit
GGOSDCBA112999,Purple Plush Kit 5,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDCBA112999.jpg,https://shop.googlemerchandisestore.com/Google+OSS+Portal/Purple+Plush+Bundle
GGCPGCBA206799,REWS Workplace Services Swag,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA206799.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/REWS+Workplace+Services+Swag
GGCLCDNJ120799,Security Engineer Recert YETI 14oz Cup 2-Pack and Beta Hat,Drinkware,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCDNJ120799.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Security+Engineer+YETI+14oz+Cup+2+Pack+and+Beta+Hat
GGCPGAEB118216,Semantic Understanding Unisex Full Zip Hoodie,Apparel,USD,36,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1182.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Semantic+Understanding+Unisex+Full+Zip+Hoodie
GGCPGALJ303016,SoCal IRV Women's Triblend T-shirt,Apparel,USD,18.5,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX3030.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/SoCal+IRV+Womens+Triblend+Tshirt
GGCPGALJ197615,Sprocketeer Women's T-shirt,Apparel,USD,17.28,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1976.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Sprocketeer+Womens+T-shirt
GGOEGAPB171210,Super G Washed Cap,Apparel,USD,18,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAPB171210.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Super+G+Washed+Cap
GGCPGCBA141599,The Regenerative Life - Carol Sanford,Office,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA141599.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/The+Regenerative+Life
GGOEGBJK225299,WA Recycled Cotton Pocket Tote,Bags,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJK225299.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/WA+Recycled+Cotton+Pocket+Tote
GGCPCCBA400099,WiPro India Kit,Kit,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCCBA400099.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/USB+Microphone+-+Laptop+Backpack+Kit
GGCPGCBH136199,g2g Android Figurine,Accessories,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBH136199.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/g2g+Android+Figurine
GGSIGDHQ102099,24-oz Stainless Steel Water Bottle	,Drinkware,USD,16,in_stock,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGDHQ102099.jpg,https://shop.googlemerchandisestore.com/Google+GSI+Enablement/24-oz+Stainless+Steel+Water+Bottle
GGOEAOLC199299,Android Classic Notebook,Office,USD,20,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAOLC199299.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Android+Classic+Notebook
GGOEACBA104899,Android Geek Pin,Accessories,USD,8,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEACBA104899.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Geek+Pin
GGOEAAYC112813,Android Youth Diamond Tee,Apparel,USD,25,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAXXX1128.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Youth+Diamond+Tee
GGCPCBRB195399,Backpack,Bags,USD,84.28,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCBRB195399.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Presidio+Backpack
GGEBCCBA112314,Backpack and Women's Jacket Kit,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCXXX1123.jpg,https://shop.googlemerchandisestore.com/Google+EBC+Portal/Backpack+and+Womens+Jacket+Kit
GGCPGCBD138699,Black Marble Cheese Board Set with Knives,Accessories,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBD138699.jpg,https://shop.googlemerchandisestore.com/Google+Perks+Portal/Black+Marble+Cheese+Board+Set+with+Knives
GGOEGCKA191699,CPD Sticker,Accessories,USD,0.7,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCKA191699.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/REWS+CPD+Swag/CPD+Sticker
GGCLCAFB105013,Cloud Developer Men's Afternoon Hoodie & Beta Hat,Apparel,USD,90,out_of_stock,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1050.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Cloud+Developer+Mens+Afternoon+Hoodie+and+Beta+Hat
GGCPGCBB181999,Demo Days PopWallet,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBB181999.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Demo+Days+PopWallet
GGOEGBRB079599,Google 25L Classic Rucksack,Bags,USD,99.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBRB079599.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Backpacks/25L+Classic+Rucksack+black.axd
GGCOGOBA211599,Google 3-D Thank You Greeting Card,Office,USD,6,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGOBA211599.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+3D+Thank+You+Greeting+Card
GGOEGOAC021799,Google Ballpoint Pen Blue,Office,USD,0.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAC021799.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Writing/Ballpoint+Pen+Blue.axd
GGCNGHPB101910,Google Black Knit Toque,Apparel,USD,23,in_stock,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGHPB101910.jpg,https://shop.googlemerchandisestore.com/Google+Canada/Google+Black+Knit+Toque
GGOEGDBD132099,Google Bottle Cleaner,Drinkware,USD,10,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDBD132099.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Bottle+Cleaner
GGOEGAEC176212,Google Camp Fleece Snap Pullover,Apparel,USD,92,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1762.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Camp+Fleece+Snap+Pullover
GGOEGAMC088199,Google Cappy Bib Blue,Apparel,USD,13.99,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAMC088199.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Kids/Google+Cappy+Bib+Blue
GGCPCAEB177613,Google Cloud ASL Tensor Flow Tee,tbd,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCXXX1776.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+Perks/Google+Cloud+ASL+Tensor+Flow+Tee
GGEBCDHQ106399,Google Cloud CAB Bamboo Top Bottle,tbd,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCDHQ106399.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+CAB+Portal/Google+Cloud+CAB+Bamboo+Top+Bottle
GGEBCCBA105999,Google Cloud CAB Card,tbd,USD,0,in_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA105999.jpg,https://shop.googlemerchandisestore.com/Google+Cloud+CAB+Portal/Google+Cloud+CAB+Card
GGOECAPB180310,Google Cloud Cap,Apparel,USD,18,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECAPB180310.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cloud+Cap
GGOECAEJ188517,Google Cloud Full Zip Packable Jacket,Apparel,USD,63,in_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1885.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cloud+Full+Zip+Packable+Jacket
GGEBCCBA101799,Google Cloud Hand Sanitizer,tbd,USD,0,out_of_stock,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA101799.jpg,https://shop.googlemerchandisestore.com/Google+EBC+Portal/Google+Cloud+Hand+Sanitizer
GGOEGDHJ136799,Google Cup Cap Tumbler Grey,Drinkware,USD,30,out_of_stock,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHJ136799.jpg,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cup+Cap+Tumbler+Grey
