id,title,product_type,currency,cost,image_link,seller_name,color,description,short_description
GGOEGAUC057712,Google Women's Performance Golf Polo Blue,apparel,USD,83,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0577.jpg,Fandom Finds,3.3,blue,This womens blue polo shirt is made of 100% cotton and features a relaxed fit. It has a collar with a three-button placket and short sleeves.,Womens Blue Polo Shirt
GGOEGAUC057712,Google Women's Performance Golf Polo Blue,apparel,USD,96,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0577.jpg,90s Nostalgia,4.0,blue,This womens blue polo shirt is made of 100% cotton and features a relaxed fit. It has a collar with a three-button placket and short sleeves.,Womens Blue Polo Shirt
GGOEGAUC057712,Google Women's Performance Golf Polo Blue,apparel,USD,87,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0577.jpg,Gadget Guru,3.0,blue,This womens blue polo shirt is made of 100% cotton and features a relaxed fit. It has a collar with a three-button placket and short sleeves.,Womens Blue Polo Shirt
GGCOGAAQ218315,Hola Men's Tee,Clothing,USD,18,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2183.jpg,Gamer Gear,3.6,White,A white t-shirt with the word HOLA printed on it in a rainbow of colors.,White T-Shirt with Rainbow HOLA Print
GGCOGAAQ218315,Hola Men's Tee,Clothing,USD,13,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2183.jpg,Cult Classic Closet,3.6,White,A white t-shirt with the word HOLA printed on it in a rainbow of colors.,White T-Shirt with Rainbow HOLA Print
GGCOGAAQ218315,Hola Men's Tee,Clothing,USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2183.jpg,Custom Culture,2.7,White,A white t-shirt with the word HOLA printed on it in a rainbow of colors.,White T-Shirt with Rainbow HOLA Print
GGCOGAAQ218315,Hola Men's Tee,Clothing,USD,13,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2183.jpg,Zen Zone,2.7,White,A white t-shirt with the word HOLA printed on it in a rainbow of colors.,White T-Shirt with Rainbow HOLA Print
GGCOGAAQ218315,Hola Men's Tee,Clothing,USD,30,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGXXX2183.jpg,Mystic Market,3.0,White,A white t-shirt with the word HOLA printed on it in a rainbow of colors.,White T-Shirt with Rainbow HOLA Print
GGCLCADB113913,Machine Learning  Men's Marmot Vest,Vests,USD,20,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1139.jpg,Print Pop,4.1,blue,"The Columbia Ascender Softshell Vest is the perfect layer for chilly days on the golf course. This vest is made with a water-resistant and windproof fabric to keep you dry and warm, even in the worst weather. It also features a fleece lining for added warmth and comfort. The Ascender Softshell Vest has a full-zip front for easy on and off, and it has two zippered hand pockets for storing your essentials. The vest is available in a variety of colors to match your teams uniforms.",Columbia Mens Ascender Softshell Vest - Collegiate Navy
GGCLCADB113913,Machine Learning  Men's Marmot Vest,Vests,USD,27,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1139.jpg,Inside Joke Emporium,4.0,blue,"The Columbia Ascender Softshell Vest is the perfect layer for chilly days on the golf course. This vest is made with a water-resistant and windproof fabric to keep you dry and warm, even in the worst weather. It also features a fleece lining for added warmth and comfort. The Ascender Softshell Vest has a full-zip front for easy on and off, and it has two zippered hand pockets for storing your essentials. The vest is available in a variety of colors to match your teams uniforms.",Columbia Mens Ascender Softshell Vest - Collegiate Navy
GGCLCADB113913,Machine Learning  Men's Marmot Vest,Vests,USD,30,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1139.jpg,Cult Classic Closet,3.6,blue,"The Columbia Ascender Softshell Vest is the perfect layer for chilly days on the golf course. This vest is made with a water-resistant and windproof fabric to keep you dry and warm, even in the worst weather. It also features a fleece lining for added warmth and comfort. The Ascender Softshell Vest has a full-zip front for easy on and off, and it has two zippered hand pockets for storing your essentials. The vest is available in a variety of colors to match your teams uniforms.",Columbia Mens Ascender Softshell Vest - Collegiate Navy
GGCLCADB113913,Machine Learning  Men's Marmot Vest,Vests,USD,33,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1139.jpg,Print Pop,4.1,blue,"The Columbia Ascender Softshell Vest is the perfect layer for chilly days on the golf course. This vest is made with a water-resistant and windproof fabric to keep you dry and warm, even in the worst weather. It also features a fleece lining for added warmth and comfort. The Ascender Softshell Vest has a full-zip front for easy on and off, and it has two zippered hand pockets for storing your essentials. The vest is available in a variety of colors to match your teams uniforms.",Columbia Mens Ascender Softshell Vest - Collegiate Navy
GGCLCADB105714,Network Engineer Men's Marine Layer Hoodie Black,Apparel,USD,53,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1057.jpg,Zen Zone,2.7,Black,"The Converse Chuck Taylor All Star Zip Hoodie in black is a classic and versatile piece of sportswear. It features a full-zip front, a hood with adjustable drawstrings, and a kangaroo pocket. The hoodie is made from a soft and comfortable cotton blend and is perfect for layering over a t-shirt or sweatshirt on cooler days.",Converse Chuck Taylor All Star Zip Hoodie - Black
GGCLCADB105714,Network Engineer Men's Marine Layer Hoodie Black,Apparel,USD,48,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1057.jpg,Custom Culture,3.6,Black,"The Converse Chuck Taylor All Star Zip Hoodie in black is a classic and versatile piece of sportswear. It features a full-zip front, a hood with adjustable drawstrings, and a kangaroo pocket. The hoodie is made from a soft and comfortable cotton blend and is perfect for layering over a t-shirt or sweatshirt on cooler days.",Converse Chuck Taylor All Star Zip Hoodie - Black
GGCLCADB105714,Network Engineer Men's Marine Layer Hoodie Black,Apparel,USD,40,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCXXX1057.jpg,Zen Zone,4.3,Black,"The Converse Chuck Taylor All Star Zip Hoodie in black is a classic and versatile piece of sportswear. It features a full-zip front, a hood with adjustable drawstrings, and a kangaroo pocket. The hoodie is made from a soft and comfortable cotton blend and is perfect for layering over a t-shirt or sweatshirt on cooler days.",Converse Chuck Taylor All Star Zip Hoodie - Black
GGSIGATL100613,Patagonia Women's Better Sweater Fleece Vest Navy,Apparel,USD,50,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1006.jpg,Quirk & Co.,4.5,Blue,"The Patagonia Womens Better Sweater Vest is a classic, versatile piece that can be dressed up or down. Its made from a soft, warm fleece and features a full-zip front, two handwarmer pockets, and a stand-up collar.",Patagonia Womens Better Sweater Vest - Blue
GGSIGATL100613,Patagonia Women's Better Sweater Fleece Vest Navy,Apparel,USD,68,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1006.jpg,Misfit Merch,3.8,Blue,"The Patagonia Womens Better Sweater Vest is a classic, versatile piece that can be dressed up or down. Its made from a soft, warm fleece and features a full-zip front, two handwarmer pockets, and a stand-up collar.",Patagonia Womens Better Sweater Vest - Blue
GGSIGATL100613,Patagonia Women's Better Sweater Fleece Vest Navy,Apparel,USD,65,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1006.jpg,Print Pop,4.1,Blue,"The Patagonia Womens Better Sweater Vest is a classic, versatile piece that can be dressed up or down. Its made from a soft, warm fleece and features a full-zip front, two handwarmer pockets, and a stand-up collar.",Patagonia Womens Better Sweater Vest - Blue
GGSIGATL100613,Patagonia Women's Better Sweater Fleece Vest Navy,Apparel,USD,64,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1006.jpg,Mystic Market,4.2,Blue,"The Patagonia Womens Better Sweater Vest is a classic, versatile piece that can be dressed up or down. Its made from a soft, warm fleece and features a full-zip front, two handwarmer pockets, and a stand-up collar.",Patagonia Womens Better Sweater Vest - Blue
GGSIGATL100613,Patagonia Women's Better Sweater Fleece Vest Navy,Apparel,USD,55,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1006.jpg,Canvas Couture,3.4,Blue,"The Patagonia Womens Better Sweater Vest is a classic, versatile piece that can be dressed up or down. Its made from a soft, warm fleece and features a full-zip front, two handwarmer pockets, and a stand-up collar.",Patagonia Womens Better Sweater Vest - Blue
GGCLCCBA126699,Professional Cloud Network Engineer Recertification Hammock,bags,USD,63,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCCBA126699.jpg,Canvas Couture,3.4,blue,This is a navy blue drawstring bag with the Google Cloud Certified logo on it.,Google Cloud Certified Professional Cloud Network Engineer Drawstring Bag
GGCLCCBA126699,Professional Cloud Network Engineer Recertification Hammock,bags,USD,68,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCCBA126699.jpg,The Graphic Garage,3.7,blue,This is a navy blue drawstring bag with the Google Cloud Certified logo on it.,Google Cloud Certified Professional Cloud Network Engineer Drawstring Bag
GGCLCCBA126699,Professional Cloud Network Engineer Recertification Hammock,bags,USD,52,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCCBA126699.jpg,Gadget Guru,4.0,blue,This is a navy blue drawstring bag with the Google Cloud Certified logo on it.,Google Cloud Certified Professional Cloud Network Engineer Drawstring Bag
GGCLCDBB109499,SME 12oz Stemlesss Corkcicle,Drinkware,USD,91,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCDBB109499.jpg,Fandom Finds,3.0,Black,"This 12oz tumbler is perfect for keeping your coffee or tea hot on the go. Its made of stainless steel and has a double-wall construction, so it will keep your drinks hot for hours. The tumbler also has a leak-proof lid, so you can take it with you wherever you go.",Google Cloud Certification Tumbler
GGCPGAAJ197519,Sprocketeer T-Shirt,t-shirt,USD,73,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1975.jpg,Fandom Finds,3.3,gray,A gray t-shirt with a Sprocket Teens design.,Sprocket Teens T-Shirt
GGCPGAAJ197519,Sprocketeer T-Shirt,t-shirt,USD,80,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1975.jpg,Offbeat Outfitters,2.7,gray,A gray t-shirt with a Sprocket Teens design.,Sprocket Teens T-Shirt
GGCPGAAJ197519,Sprocketeer T-Shirt,t-shirt,USD,76,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1975.jpg,Gadget Guru,3.0,gray,A gray t-shirt with a Sprocket Teens design.,Sprocket Teens T-Shirt
GGCPGAAJ197519,Sprocketeer T-Shirt,t-shirt,USD,67,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1975.jpg,Quirk & Co.,3.1,gray,A gray t-shirt with a Sprocket Teens design.,Sprocket Teens T-Shirt
GGCPGAAJ197519,Sprocketeer T-Shirt,t-shirt,USD,68,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1975.jpg,Wanderlust Wardrobe,3.2,gray,A gray t-shirt with a Sprocket Teens design.,Sprocket Teens T-Shirt
GGOEGCBB220799,Super G Eco Wood Zipper Pull,Luggage & Travel,USD,48,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBB220799.jpg,Sarcasm Society,3.8,Multicolor,The Google Luggage Tag is a great way to keep track of your luggage while traveling.,Google Luggage Tag
GGCPGCBA144999,Tier 0089 Bundle 1,Electronics,USD,39,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA144999.jpg,Mystic Market,4.2,Black,"This bundle includes a pair of Google sunglasses, a Google cork wallet, a Google tote bag, and a Google sticker.",Google Merchandise Bundle
GGCPGCBA144999,Tier 0089 Bundle 1,Electronics,USD,33,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA144999.jpg,Sarcasm Society,3.0,Black,"This bundle includes a pair of Google sunglasses, a Google cork wallet, a Google tote bag, and a Google sticker.",Google Merchandise Bundle
GGCPGCBA144999,Tier 0089 Bundle 1,Electronics,USD,34,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA144999.jpg,Ironic Icons,2.5,Black,"This bundle includes a pair of Google sunglasses, a Google cork wallet, a Google tote bag, and a Google sticker.",Google Merchandise Bundle
GGCPGCBA144999,Tier 0089 Bundle 1,Electronics,USD,31,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA144999.jpg,Print Pop,4.1,Black,"This bundle includes a pair of Google sunglasses, a Google cork wallet, a Google tote bag, and a Google sticker.",Google Merchandise Bundle
GGOEGAEQ117616,Unisex Google Jumbo Print Tee White,t-shirt,USD,66,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1176.jpg,Canvas Couture,3.4,white,A white t-shirt with a colorful pattern of Google logos.,Google T-Shirt
GGOEGAEQ117616,Unisex Google Jumbo Print Tee White,t-shirt,USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1176.jpg,Zen Zone,4.3,white,A white t-shirt with a colorful pattern of Google logos.,Google T-Shirt
GGOEGAEQ117616,Unisex Google Jumbo Print Tee White,t-shirt,USD,69,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1176.jpg,Minimalist Manifesto,3.9,white,A white t-shirt with a colorful pattern of Google logos.,Google T-Shirt
GGOEGAEQ117616,Unisex Google Jumbo Print Tee White,t-shirt,USD,66,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1176.jpg,Gadget Guru,4.0,white,A white t-shirt with a colorful pattern of Google logos.,Google T-Shirt
GGOEGAEQ117616,Unisex Google Jumbo Print Tee White,t-shirt,USD,71,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1176.jpg,Inside Joke Emporium,4.0,white,A white t-shirt with a colorful pattern of Google logos.,Google T-Shirt
GGOEGAEJ117515,Unisex Google Pocket Tee Grey,men,USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1175.jpg,Fandom Finds,2.5,heather grey,A heather grey pocket tee with a 90s-inspired geometric print pocket.,90s Pocket Tee
GGOEGAEJ117515,Unisex Google Pocket Tee Grey,men,USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1175.jpg,Motivation Merch,3.1,heather grey,A heather grey pocket tee with a 90s-inspired geometric print pocket.,90s Pocket Tee
GGOEGAFC225612,WA Unisex Full Zip Hoodie,Clothing,USD,63,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2256.jpg,The Graphic Garage,4.1,blue,Unisex Zip Hoodie,Unisex Zip Hoodie
GGOEGAFC225612,WA Unisex Full Zip Hoodie,Clothing,USD,49,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2256.jpg,The Graphic Garage,3.7,blue,Unisex Zip Hoodie,Unisex Zip Hoodie
GGCNYAXA104199,YouTube Expressive Socks,socks,USD,5,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNYAXA104199.jpg,Fandom Finds,2.5,black,Youtube socks with black background and white logo and geometric shapes.,Youtube socks
GGCNYAXA104199,YouTube Expressive Socks,socks,USD,15,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNYAXA104199.jpg,Misfit Merch,3.8,black,Youtube socks with black background and white logo and geometric shapes.,Youtube socks
GGCNYAXA104199,YouTube Expressive Socks,socks,USD,17,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNYAXA104199.jpg,Meme Mart,3.9,black,Youtube socks with black background and white logo and geometric shapes.,Youtube socks
GGOEYKBA182199,YouTube Kids Coloring Pencils,Arts & Crafts,USD,61,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYKBA182199.jpg,Motivation Merch,3.1,Multicolor,Set of 6 colored pencils in a cardboard tube featuring characters from YouTube Kids.,YouTube Kids - 6 Pack of Colored Pencils
GGOEYKBA182199,YouTube Kids Coloring Pencils,Arts & Crafts,USD,76,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYKBA182199.jpg,Dreamer's Den,3.2,Multicolor,Set of 6 colored pencils in a cardboard tube featuring characters from YouTube Kids.,YouTube Kids - 6 Pack of Colored Pencils
GGOEYKBA182199,YouTube Kids Coloring Pencils,Arts & Crafts,USD,64,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYKBA182199.jpg,Mystic Market,4.2,Multicolor,Set of 6 colored pencils in a cardboard tube featuring characters from YouTube Kids.,YouTube Kids - 6 Pack of Colored Pencils
GGOEYAXB089630,YouTube Kids Tee Black,apparel,USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYXXX0896.jpg,Gadget Guru,3.0,black,A black t-shirt with the YouTube Kids logo on the front.,YouTube Kids Black T-Shirt
GGOEYAXB089630,YouTube Kids Tee Black,apparel,USD,16,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYXXX0896.jpg,Quirk & Co.,4.5,black,A black t-shirt with the YouTube Kids logo on the front.,YouTube Kids Black T-Shirt
GGOEYAXB089630,YouTube Kids Tee Black,apparel,USD,23,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYXXX0896.jpg,Custom Culture,3.6,black,A black t-shirt with the YouTube Kids logo on the front.,YouTube Kids Black T-Shirt
GGOEYAXB089630,YouTube Kids Tee Black,apparel,USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYXXX0896.jpg,Fandom Finds,3.0,black,A black t-shirt with the YouTube Kids logo on the front.,YouTube Kids Black T-Shirt
GGOEYAXB089630,YouTube Kids Tee Black,apparel,USD,18,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYXXX0896.jpg,Print Pop,2.5,black,A black t-shirt with the YouTube Kids logo on the front.,YouTube Kids Black T-Shirt
GGOEYDHB086099,YouTube Transmission Bottle Black,Home & Kitchen,USD,21,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYDHB086099.jpg,Inside Joke Emporium,4.0,black,This is a water bottle with the YouTube logo on it.,YouTube Water Bottle
GGOEYDHB086099,YouTube Transmission Bottle Black,Home & Kitchen,USD,28,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYDHB086099.jpg,Gamer Gear,3.6,black,This is a water bottle with the YouTube logo on it.,YouTube Water Bottle
GGOEYDHB086099,YouTube Transmission Bottle Black,Home & Kitchen,USD,15,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYDHB086099.jpg,Motivation Merch,3.1,black,This is a water bottle with the YouTube logo on it.,YouTube Water Bottle
GGOEYDHB086099,YouTube Transmission Bottle Black,Home & Kitchen,USD,31,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYDHB086099.jpg,Expression Essentials,3.1,black,This is a water bottle with the YouTube logo on it.,YouTube Water Bottle
GGOEYDHB086099,YouTube Transmission Bottle Black,Home & Kitchen,USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEYDHB086099.jpg,Expression Essentials,3.1,black,This is a water bottle with the YouTube logo on it.,YouTube Water Bottle
GGCPGATJ134417,gTech synapse Ladies Jacket,Apparel,USD,41,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1344.jpg,Fandom Finds,2.5,Black,"This womens softshell jacket is made of a water-resistant and windproof fabric, and features a fleece lining for added warmth. It has a full-zip front, two front pockets, and a drawcord at the hem. The jacket is available in black, navy, and grey.",Womens Softshell Jacket
GGCPGATJ134417,gTech synapse Ladies Jacket,Apparel,USD,55,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1344.jpg,Motivation Merch,3.1,Black,"This womens softshell jacket is made of a water-resistant and windproof fabric, and features a fleece lining for added warmth. It has a full-zip front, two front pockets, and a drawcord at the hem. The jacket is available in black, navy, and grey.",Womens Softshell Jacket
GGCPGATJ134417,gTech synapse Ladies Jacket,Apparel,USD,55,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1344.jpg,Mystic Market,3.0,Black,"This womens softshell jacket is made of a water-resistant and windproof fabric, and features a fleece lining for added warmth. It has a full-zip front, two front pockets, and a drawcord at the hem. The jacket is available in black, navy, and grey.",Womens Softshell Jacket
GGCPGATJ134417,gTech synapse Ladies Jacket,Apparel,USD,60,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1344.jpg,Minimalist Manifesto,3.9,Black,"This womens softshell jacket is made of a water-resistant and windproof fabric, and features a fleece lining for added warmth. It has a full-zip front, two front pockets, and a drawcord at the hem. The jacket is available in black, navy, and grey.",Womens Softshell Jacket
GGCPGATJ134417,gTech synapse Ladies Jacket,Apparel,USD,52,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1344.jpg,Canvas Couture,3.4,Black,"This womens softshell jacket is made of a water-resistant and windproof fabric, and features a fleece lining for added warmth. It has a full-zip front, two front pockets, and a drawcord at the hem. The jacket is available in black, navy, and grey.",Womens Softshell Jacket
GGCLCABA103799,ACE 13 in Laptop Sleeve & Mug & Hat Kit,Electronics,USD,12,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCABA103799.jpg,Cult Classic Closet,3.6,Blue,"This swag pack includes a laptop sleeve, a mug, a hat, and a t-shirt.",Google Cloud Certified Professional Engineer Swag Pack
GGCLCABA103799,ACE 13 in Laptop Sleeve & Mug & Hat Kit,Electronics,USD,19,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCABA103799.jpg,Minimalist Manifesto,3.9,Blue,"This swag pack includes a laptop sleeve, a mug, a hat, and a t-shirt.",Google Cloud Certified Professional Engineer Swag Pack
GGCLCABA103799,ACE 13 in Laptop Sleeve & Mug & Hat Kit,Electronics,USD,26,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCABA103799.jpg,Mystic Market,3.7,Blue,"This swag pack includes a laptop sleeve, a mug, a hat, and a t-shirt.",Google Cloud Certified Professional Engineer Swag Pack
GGCLCABA103799,ACE 13 in Laptop Sleeve & Mug & Hat Kit,Electronics,USD,22,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCABA103799.jpg,Fandom Finds,3.0,Blue,"This swag pack includes a laptop sleeve, a mug, a hat, and a t-shirt.",Google Cloud Certified Professional Engineer Swag Pack
GGOEAAAB034916,Android BTTF Moonshot Graphic Tee,apparel,USD,98,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0349.jpg,Fandom Finds,3.0,black,A black t-shirt with an image of the moon on it.,Android T-Shirt
GGOEAAAB034916,Android BTTF Moonshot Graphic Tee,apparel,USD,97,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0349.jpg,Expression Essentials,3.1,black,A black t-shirt with an image of the moon on it.,Android T-Shirt
GGOEAAAB034916,Android BTTF Moonshot Graphic Tee,apparel,USD,93,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0349.jpg,Wanderlust Wardrobe,3.2,black,A black t-shirt with an image of the moon on it.,Android T-Shirt
GGOEAAAB034916,Android BTTF Moonshot Graphic Tee,apparel,USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0349.jpg,Meme Mart,3.9,black,A black t-shirt with an image of the moon on it.,Android T-Shirt
GGOEAAAB034916,Android BTTF Moonshot Graphic Tee,apparel,USD,82,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0349.jpg,Print Pop,4.1,black,A black t-shirt with an image of the moon on it.,Android T-Shirt
GGOEADHB219699,Android Chroma Bottle,Drinkware,USD,65,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEADHB219699.jpg,Wanderlust Wardrobe,3.2,Black,Show your love for Android with this sleek and stylish tumbler.,Android Tumbler
GGOEADHB219699,Android Chroma Bottle,Drinkware,USD,65,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEADHB219699.jpg,Gadget Guru,4.0,Black,Show your love for Android with this sleek and stylish tumbler.,Android Tumbler
GGOEADHB219699,Android Chroma Bottle,Drinkware,USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEADHB219699.jpg,The Graphic Garage,4.1,Black,Show your love for Android with this sleek and stylish tumbler.,Android Tumbler
GGOEAAEH110315,Android Hexagon Tee,t-shirt,USD,50,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAXXX1103.jpg,Fandom Finds,3.3,green,Chase the sun in this green Carhartt WIP t-shirt.,Carhartt WIP Chase T-Shirt - Green
GGOEAAEH110315,Android Hexagon Tee,t-shirt,USD,62,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAXXX1103.jpg,Quirk & Co.,3.1,green,Chase the sun in this green Carhartt WIP t-shirt.,Carhartt WIP Chase T-Shirt - Green
GGOEAFKA194799,Android Keyboard Sticker,Electronics,USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAFKA194799.jpg,Zen Zone,4.3,White,"Gadget Grip is a small, adhesive pad that can be attached to the back of any electronic device to make it easier to hold.",Gadget Grip
GGOEAFKA194799,Android Keyboard Sticker,Electronics,USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAFKA194799.jpg,Mystic Market,3.7,White,"Gadget Grip is a small, adhesive pad that can be attached to the back of any electronic device to make it easier to hold.",Gadget Grip
GGOEAFKA194799,Android Keyboard Sticker,Electronics,USD,17,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAFKA194799.jpg,Mystic Market,4.2,White,"Gadget Grip is a small, adhesive pad that can be attached to the back of any electronic device to make it easier to hold.",Gadget Grip
GGOEAFKA194799,Android Keyboard Sticker,Electronics,USD,15,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEAFKA194799.jpg,Fandom Finds,3.3,White,"Gadget Grip is a small, adhesive pad that can be attached to the back of any electronic device to make it easier to hold.",Gadget Grip
GGTPACDH105499,Android Legacy Puzzlebot,Toys and Games,USD,66,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPACDH105499.jpg,Dreamer's Den,3.2,green,"The Android Mini Figure is a great way to show your love for the Android operating system. This highly detailed figure is made of durable plastic and features the iconic Android mascot, Bugdroid.",Android Mini Figure
GGTPACDH105499,Android Legacy Puzzlebot,Toys and Games,USD,53,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPACDH105499.jpg,Canvas Couture,3.4,green,"The Android Mini Figure is a great way to show your love for the Android operating system. This highly detailed figure is made of durable plastic and features the iconic Android mascot, Bugdroid.",Android Mini Figure
GGTPACDH105499,Android Legacy Puzzlebot,Toys and Games,USD,64,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPACDH105499.jpg,Inside Joke Emporium,4.0,green,"The Android Mini Figure is a great way to show your love for the Android operating system. This highly detailed figure is made of durable plastic and features the iconic Android mascot, Bugdroid.",Android Mini Figure
GGTPACDH105499,Android Legacy Puzzlebot,Toys and Games,USD,58,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPACDH105499.jpg,Custom Culture,2.7,green,"The Android Mini Figure is a great way to show your love for the Android operating system. This highly detailed figure is made of durable plastic and features the iconic Android mascot, Bugdroid.",Android Mini Figure
GGTPACDH105499,Android Legacy Puzzlebot,Toys and Games,USD,58,https://shop.googlemerchandisestore.com/store/20180919570/assets/items/images/GGTPACDH105499.jpg,Fandom Finds,3.0,green,"The Android Mini Figure is a great way to show your love for the Android operating system. This highly detailed figure is made of durable plastic and features the iconic Android mascot, Bugdroid.",Android Mini Figure
