id,title,product_type,currency,value,image_link,color,description,gender,google_brand
GGOSDAXA109110,Google Gopher Socks Bundle,"['Clothing & Accessories', 'Socks']",USD,0,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDAXA109110.jpg,"['Black', 'Blue']","This bundle includes two pairs of socks, one black and one blue. The black socks feature the Gopher mascot, while the blue socks feature a pattern of the Gopher mascot.",Unisex,Google
GGOEGHGA174499,Gradient Yellow Sunglasses,"['Sunglasses', 'Eyewear']",USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGHGA174499.jpg,"['Black', 'Brown', 'Yellow']",These sunglasses have a black frame with gradient yellow lenses.,Unisex,Google
GGOEGAEC188216,Google Tie-Dye Sweatshirt,"['Clothing & accessories', 'Unisex clothing', 'Sweatshirts & hoodies']",USD,69,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1882.jpg,"['Blue', 'White']",This is a tie-dye sweatshirt with the Google logo on the front. It is available in a variety of colors and is made from a soft and comfortable cotton blend.,Unisex,Google
GGOEGFSR022099,Google Kick Ball,"['Toys & Games', 'Balls']",USD,2,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGFSR022099.jpg,"['Red', 'White', 'Blue', 'Yellow', 'Green']","The Google Kick Ball is a great way to show your support for your favorite tech company. This red, white, and blue ball is made of durable materials and is perfect for playing catch or kicking around the yard. Whether youre a fan of Googles search engine, Gmail, or Android operating system, this ball is sure to please.",Unisex,Google
GGOEGOAC089999,Google Stylus Pen,"['Electronics', 'Office Supplies']",USD,3,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOAC089999.jpg,"['Blue', 'Black']",The Google Stylus Pen is a blue and black pen with a touch screen stylus on one end. It has a shiny silver clip and a black button to push to extend or retract the pen tip. The pen has the word Google printed on the side in white.,Unisex,Google
GGCPGCBA105099,Google Logo Magnet,['Electronics > Accessories > Stickers & Magnets'],USD,0,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA105099.jpg,['Multicolor'],"A magnet with the Google logo on it. The logo is made up of the letters G, o, o, g, l, e in blue, red, yellow, blue, green and red respectively.",Unisex,Google
GGCPGADB161415,Google Mens Black Puff Jacket,['Jackets & Vests'],USD,188,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1614.jpg,['Black'],This Google mens black puffer jacket is the perfect way to stay warm and stylish this winter. The jacket is made from a durable water-resistant material and features a quilted design with a full zip closure. It also has two front pockets and a hood for added warmth. The jacket is perfect for everyday wear or for outdoor activities.,men,Google
GGOEGCKB140599,Google New York Sticker,"['Electronics', 'Accessories']",USD,2,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCKB140599.jpg,"['Black', 'White']",A black and white sticker with the words New York and Google on it. The sticker is oval and has a picture of the Statue of Liberty in the middle.,Unisex,Google
GGOEGBJD140699,New York Tote Bag,['Tote Bags'],USD,11,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJD140699.jpg,"['Natural', 'Black']","A tote bag is a large, often rectangular bag that is typically made of canvas or other durable material. Tote bags are often used for carrying groceries or other items, and can be a stylish and practical accessory. This tote bag is natural in color and features the words ""New York"" in black text.",Unisex,Google
GGOEGCBA214699,Google Pride Heart Patch,"['Clothing and accessories', 'Patches']",USD,4.5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA214699.jpg,['Multicolor'],Show your support for the LGBTQ+ community with this heart-shaped patch. The patch is made of durable embroidered fabric and features the Google logo in rainbow colors.,Unisex,Google
GGOEGDHJ156499,Redwood City Water Bottle,['Drinkware'],USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHJ156499.jpg,"['Silver', 'Black']","The Redwood City water bottle is a great way to stay hydrated while showing your love for the city. This stainless steel bottle is perfect for taking to work, the gym, or on your next adventure.",Unisex,Google
GGPRGCBA117699,Google Checkered and Striped Shoelaces Duo,"['Accessories', 'Unisex']",USD,5,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBA117699.jpg,"['Multicolor', 'Black', 'Red', 'Yellow', 'Blue', 'Green']","A pack of two pairs of shoelaces in different colours. One pair is multicolored with a checkered pattern, while the other pair is black with a striped pattern.",Unisex,Google
GGCNGDWQ101499,Google Speckled Camp Mug,"['Drinkware', 'Mugs']",USD,23,https://shop.googlemerchandisestore.com/store/20161019326/assets/items/images/GGCNGDWQ101499.jpg,"['White', 'Grey']",The Google Speckled Camp Mug is made of durable ceramic and features a speckled design with a black rim. Its perfect for enjoying your morning coffee or tea.,Unisex,Google
GGPRGAEH110712,Google Logo Zip Hoodie,"['Clothing', 'Unisex Clothing', 'Unisex Sweatshirts & Hoodies']",USD,62,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGXXX1107.jpg,"['Green', 'White']","A green zip hoodie with the Google logo embroidered on the chest. The hoodie is made of a soft and comfortable cotton blend and features a drawstring hood, front zip closure, and two front pockets.",Unisex,Google
GGOEGAWJ088749,Google Baby Onesie,"['Clothing & Accessories', 'Baby Clothing']",USD,25.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0887.jpg,"['Grey', 'White']",This is a grey baby onesie with the Google logo on it. The onesie is made of 100% cotton and is machine-washable.,Unisex,Google
GGOEGHPL003113,Google Stretch Fit Hat,"['Apparel & Accessories', 'Unisex Hats & Caps']",USD,21.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0031.jpg,['Blue'],The Google Stretch Fit Hat is made of 100% cotton and features a stretch fit design for a comfortable fit. The hat is navy blue with a white Google logo on the front.,Unisex,Google
GGOEGAEJ118214,Google Summer19 Crewneck Sweatshirt,['sweatshirts'],USD,62,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1182.jpg,"['grey', 'multicolor']","A grey sweatshirt with a multicolored pattern of geometric shapes, including circles, squares, and lines in red, yellow, blue, and green.",unisex,Google
GGCOAAPB155610,Android Character Baseball Cap,"['Apparel', 'Headwear']",USD,13,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAPB155610.jpg,"['Black', 'Multicolor']","A black baseball cap with an embroidered Android character on the front. The character is green and has a red, blue, and yellow propeller hat on.",Unisex,Android
GGOEGAFH203712,Google Washed Pullover,"['Clothing', 'Unisex Clothing', 'Hoodies & Sweatshirts']",USD,75,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2037.jpg,['Green'],This is a Google Washed Pullover. The dominant colours are green and white. It is made of 100% cotton and is machine-washable. The pullover is available in sizes S-XL.,Unisex,Google
GGOEGALQ058114,Google Womens Colorblock Tee,"['Apparel', 'Tops', 'T-shirts']",USD,49.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0581.jpg,"['White', 'Grey', 'Black']","The Womens Colorblock Tee is a versatile and stylish shirt that can be dressed up or down. It features a relaxed fit, a crew neck, and short sleeves. The shirt is made from a soft and lightweight fabric that is perfect for all-day wear.",Women,Google
GGPLGATB308913,Google Womens Sweatshirt,['sweatshirts'],USD,35.18,https://shop.googlemerchandisestore.com/store/20230306112/assets/items/images/GGPLGXXX3089.jpg,['black'],A cropped sweatshirt with the Google logo embroidered on the front. The sweatshirt is black with a crewneck and long sleeves.,women,Google
GGOEGALQ036615,Google Womens T-shirt,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,19.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0366.jpg,"['White', 'Black']",A classic crew neck t-shirt made from 100% cotton. The shirt has a relaxed fit and is perfect for everyday wear. The bold Google logo on the chest adds a touch of style.,women,Google
GGOEGAER029715,Google Womens T-Shirt,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,18.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0297.jpg,"['Red', 'White']",A heather red womens t-shirt with the Google logo on the front.,Women,Google
GGOEGBBT186799,Google Canvas Pouch,"['Electronics', 'Accessories', 'Pouches']",USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBBT186799.jpg,"['Yellow', 'White']",The Google Canvas Pouch is a bright and colorful way to store your small essentials. The pouch is made of durable canvas material and features a zippered closure. The pouch is yellow with a white Google logo.,Unisex,Google
GGCPTCBA147916,"Kick Start Womens T-Shirt, Powerbank, Fidget Spinner, Cup","['Clothing', 'Accessories', 'Electronics', 'Drinkware']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1479.jpg,"['green', 'black']","This is a bundle of a Bella Canvas Womens T-shirt, a powerbank, a fidget spinner, and a cup. The shirt is available in army green and has the words Kick Start 2020 printed on it. The powerbank is blue and has a capacity of 5000mAh. The fidget spinner is green and has the words Kick Start printed on it. The cup is black and has the words Kick Start printed on it.",women,Google
GGCPTCBA148015,Kick Start 2020 T-shirt,"['Clothing & accessories', 'T-shirts']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1480.jpg,['Green'],"A green t-shirt with the text ""Kick Start 2020"" on the front.",Unisex,Google
GGCPTAEB190317,Kick Start Essentials,"['Clothing', 'Electronics', 'Bags']",USD,110.25,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPTXXX1903.jpg,"['Grey', 'Blue', 'Black']","A collection of essential items for a productive day. The bundle includes a t-shirt, water bottle holder, laptop bag, mouse pad, and more.",Unisex,
GGOSDAAJ104218,Gopher Running T-shirt,"['Clothing', 'Tops', 'T-shirts']",USD,15,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDXXX1042.jpg,"['White', 'Grey']",A grey t-shirt with a black outline of a gopher running. The gopher has a surprised expression on its face and is wearing glasses. The shirt is made of 100% cotton and is machine washable.,men,Gopher
GGCPGAEB181216,Demo Days T-shirt,"['Clothing & accessories', 'T-shirts']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1812.jpg,"['Black', 'White', 'Yellow']",A black t-shirt with a small yellow light bulb embroidered on the left chest. The shirt is made of 100% cotton and is machine washable.,Unisex,Demo Days
GGOEGALB197216,Mixed Logo Unisex Hoodie,"['Clothing', 'Unisex']",USD,46.06,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1972.jpg,"['Black', 'Brown']",Unisex black hoodie with a brown Mixed logo on the front.,Unisex,Mixed
GGCLCCBA121199,Google Cloud Certified - Cloud Network Engineer Tumbler,"['Drinkware', 'Home & Office']",USD,56.14,https://shop.googlemerchandisestore.com/store/20230615372/assets/items/images/GGCLCCBA121199.jpg,"['Black', 'White', 'Silver']",This Google Cloud Certified - Cloud Network Engineer Tumbler is made of stainless steel and has a capacity of 20 ounces. It is perfect for keeping your drinks hot or cold for hours.,Unisex,Google Cloud
GGEBCCBA104415,Google Cloud - Unisex Full-Zip Hoodie,"['Apparel', 'Jackets & Coats']",USD,0,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCXXX1044.jpg,"['Black', 'White']",This is a black full-zip hoodie with a white Google Cloud logo on the front. The hoodie is made of 80% cotton and 20% polyester and is machine-washable.,Unisex,Google Cloud
GGCPGADJ151116,Patagonia Mens Lightweight Better Sweater Fleece Jacket - Grey,"['Jackets & Vests', 'Mens Clothing']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX1511.jpg,['Grey'],"The Patagonia Mens Lightweight Better Sweater Fleece Jacket is a versatile and stylish jacket perfect for everyday wear. It is made with a soft and warm fleece fabric and features a full-zip front, two handwarmer pockets, and a chest pocket. The jacket is also water-resistant and windproof, making it ideal for outdoor activities.",men,Patagonia
GGCPGCBA200899,Tumbler and Notebook Set,"['Drinkware', 'Journals & Notebooks']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA200899.jpg,"['White', 'Brown']",This tumbler and notebook set is perfect for jotting down your thoughts and keeping your favorite beverage close at hand. The tumbler is made of durable Tritan plastic and features a flip lid to prevent spills. The notebook has a kraft paper cover and spiral binding. Both the tumbler and notebook are decorated with a colorful math chart.,Unisex,
GGCPCCBA301699,Google Cloud Laptop Bag and Notebook,"['Electronics', 'Laptop Bags']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPCCBA301699.jpg,"['Grey', 'Black']","The Google Cloud Laptop Bag is a stylish and functional laptop bag thats perfect for carrying your laptop and other essentials. Its made of durable, water-resistant material and features a spacious main compartment, a front pocket for smaller items, and a comfortable shoulder strap. The bag is also available in a variety of colors to match your personal style. Whether youre a student, a professional, or just someone who needs a reliable laptop bag, the Google Cloud Laptop Bag is a great choice.",Unisex,Google Cloud
GGOSGEVA117299,Shae Fabric and Wood Bluetooth Speaker,"['Electronics', 'Speakers']",USD,0,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGEVA117299.jpg,"['Brown', 'Grey']","The Shae Fabric and Wood Bluetooth Speaker is a compact and portable speaker that delivers high-quality sound. It features a wooden top and a grey fabric bottom, and its small enough to fit in your pocket. It has a built-in microphone so you can take calls hands-free, and its also water-resistant so you can take it with you wherever you go.",Unisex,
GGCPGAAB407314,G25gle T-shirt,"['Clothing', 'Tops', 'T-shirts']",USD,16.7,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGXXX4073.jpg,['Black'],The G25gle T-shirt is made of 100% cotton and features a relaxed fit. The shirt is black with a white G25gle logo on the front.,Unisex,Google
GGCPGDWD403699,Google Cloud Wheat Hush Mug (Set of 4),"['Drinkware', 'Mugs']",USD,,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGDWD403699.jpg,['Brown'],Set of four Google Cloud branded wheat husk mugs.,unisex,Google Cloud
GGCPGDHQ161899,Google Shoreline Bottle,['Drinkware'],USD,20.8,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGDHQ161899.jpg,"['White', 'Blue', 'Red', 'Yellow', 'Green']","The Google Shoreline Bottle is a great way to stay hydrated while youre on the go. This bottle is made of stainless steel and is BPA-free. It has a capacity of 20 ounces and is dishwasher safe. The bottle features a white background with the Google logo in blue, red, yellow, and green.",Unisex,Google
GGEBCCBA113399,Google Cloud Tumbler and Blanket Set,"['Home & Office', 'Drinkware', 'Blankets & Throws']",USD,0,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA113399.jpg,"['White', 'Blue']",Keep warm with the Google Cloud blanket and enjoy your favourite beverage with the Google Cloud tumbler.,Unisex,Google Cloud
GGOEYAXR066128,Youtube Toddler Short Sleeve Tee,"['Apparel & Accessories', 'Clothing', 'Tops', 'T-shirts']",USD,16.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0661.jpg,"['Red', 'White']",Adorable toddler tee in bright red with white YouTube logo. Perfect for your little YouTuber!,Unisex,Youtube
GGCPGBBC135799,G2G Duffel Bag,"['Bags', 'Duffel Bags']",USD,18.15,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBBC135799.jpg,"['Blue', 'White']",This cylindrical G2G Duffel Bag is made of cotton and has a capacity of 40 litres. It is blue with white handles and a white G2G logo on the front.,unisex,G2G
GGCPGCBT136899,G2G Lanyard,"['Clothing & Accessories', 'Accessories', 'Lanyards']",USD,0,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBT136899.jpg,['Yellow'],"The G2G lanyard is a great way to keep your keys, ID, and other small items secure and easily accessible. Its made of durable polyester material and features a metal lobster claw clasp. The lanyard is bright yellow and has the G2G logo printed on it.",Unisex,
GGUPGBRB100099,gTech Laptop Backpack,['Backpacks'],USD,0,https://shop.googlemerchandisestore.com/store/20190402192/assets/items/images/GGUPGBRB100099.jpg,['Black'],"The gTech Laptop Backpack is a stylish and functional backpack that is perfect for carrying your laptop and other essentials. It is made of durable black polyester and features a large main compartment, a front zippered pocket, and two side mesh pockets. The backpack also has a padded shoulder strap and a top carry handle for comfortable carrying.",unisex,gTech
GGOSGAXA110010,Agones Retro Pixel Crew Socks,"['Apparel', 'Socks']",USD,0,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSGAXA110010.jpg,"['Blue', 'White']","The Agones Retro Pixel Crew Socks are the perfect way to add a touch of style and fun to your everyday wardrobe. These socks are made from a soft and comfortable cotton blend, and feature a colorful pixelated design. Theyre perfect for pairing with your favorite sneakers or boots.",Unisex,Youtube
GGOEAHPB076113,Android Embroidered Baseball Cap,"['Apparel & Accessories', 'Hats & Beanies', 'Baseball Caps']",USD,21.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0761.jpg,"['Black', 'Green']",Show your love for Android with this stylish and comfortable baseball cap. The cap features a green Android logo embroidered on the front and is made from a lightweight and breathable material. The cap is adjustable to fit most head sizes.,Unisex,Android
GGOEAAXJ066229,Android Skate Toddler T-shirt,"['Clothing', 'Tops', 'T-shirts']",USD,16.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0662.jpg,"['Pewter', 'Green']",This toddler t-shirt features the Android logo in a fun and playful design. The shirt is made from soft cotton and is perfect for everyday wear. The dominant colours are pewter and green.,Unisex,Android
GGOEADHB086299,Android Trace Mug,"['Drinkware', 'Mugs']",USD,0,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEADHB086299.jpg,"['Black', 'White', 'Green']",The Android Trace Mug is a black ceramic mug with the Android logo on it. It is a perfect gift for any Android fan.,Unisex,Android
GGAVACBA100499,Android Collectible Figurines,"['Toys & Hobbies', 'Novelty Toys']",USD,0,https://shop.googlemerchandisestore.com/store/20220825235/assets/items/images/GGAVACBA100499.jpg,"['Green', 'Black', 'White', 'Red', 'Yellow']",These Android Collectible Figurines are a great way to show your love for the Android operating system. The figurines are made of high-quality materials and feature intricate details.,Unisex,Android
GGOEGCBB220899,Google Dinosaur Zipper Pull,['Keychains'],USD,6,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBB220899.jpg,"['Black', 'White']",The Google Dinosaur Zipper Pull is a fun and unique way to add a touch of personality to your belongings. The zipper pull is made of eco-friendly wood and features a 3D design of the iconic Google dinosaur.,Unisex,Google
GGCLCADC126115,Mens Navy Fleece Jacket,"['Apparel', 'Jackets & Coats']",USD,45,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1261.jpg,"['Blue', 'Yellow']","This navy blue fleece jacket is made of 100% polyester and features a full zip front, two front pockets, and a stand-up collar.",men,Google Cloud
GGCLCDNJ113899,Google Cloud Certified Professional Cloud Architect Tumbler,"['Drinkware', 'Tumblers']",USD,30,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCDNJ113899.jpg,['Silver'],"This stainless steel tumbler is perfect for keeping your drinks hot or cold for hours. It features a double-wall construction and a No Sweat Design, so you wont have to worry about condensation or sweating. The tumbler is also dishwasher-safe for easy cleaning.",Unisex,Google Cloud
GGCLCAQJ123414,Womens Cloud Developer Hoodie and Hat,"['Apparel', 'Womens']",USD,0,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCXXX1234.jpg,"['Black', 'Grey']","This is a bundle consisting of a grey, cotton-blend hoodie and a black, cotton Era hat. The hoodie has a white logo on the front and the hat has a multi-coloured logo on the front.",women,Google Cloud
GGCLCOCQ111899,Google Cloud Certified Professional Cloud DevOps Engineer Hat,"['Clothing & Accessories', 'Hats & Beanies']",USD,47,https://shop.googlemerchandisestore.com/store/20180201712/assets/items/images/GGCLCOCQ111899.jpg,"['Black', 'Multicolor']","This black baseball cap features the Google Cloud Certified Professional Cloud DevOps Engineer logo on the front in blue, red, yellow and green.",Unisex,Google Cloud
GGOEGOKA209499,Emoji Kitchen Sticker Sheet,['Stickers'],USD,3,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGOKA209499.jpg,['Multicolor'],"The Emoji Kitchen Sticker Sheet is a fun and creative way to add some personality to your belongings. This sheet features a variety of emoji designs, including animals, food, and objects. The stickers are made from high-quality vinyl and are easy to apply and remove.",Unisex,Google
GGCOGCDQ224099,Familia Mouse Mat,"['Electronics', 'Computer Accessories', 'Mouse Pads']",USD,5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGCOGCDQ224099.jpg,"['White', 'Blue', 'Green']",The Familia mouse mat is a great way to show your support for the popular YouTube channel. The mat is made of high-quality materials and features a vibrant print of the Familia logo. Its the perfect size for any desk and will make a great addition to your gaming setup.,Unisex,Youtube
GGEBCCBA115399,Google Cloud Branded Phone Case and PopSockets,"['Electronics', 'Smartphones']",USD,0,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBA115399.jpg,"['White', 'Brown']","The Google Cloud branded phone case and PopSockets are perfect for those who want to show their support for the Google Cloud platform. The case is made of high-quality materials and features a sleek, minimalist design. The PopSockets are made of durable plastic and feature a fun, colorful design.",Unisex,Google Cloud
GGOSDFKP101599,Magenta Go Sticker,"['Electronics', 'Stickers']",USD,1,https://shop.googlemerchandisestore.com/store/20200306486/assets/items/images/GGOSDFKP101599.jpg,['Pink'],A magenta Go sticker.,Unisex,N/A
GGOEGDHG082499,Google Water Bottle,"['Drinkware', 'Bottles']",USD,13.99,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHG082499.jpg,['Multicolor'],This is a 25oz Tritan water bottle with a Google logo on it. It is made of durable Tritan plastic and has a stainless steel lid. The bottle is BPA-free and dishwasher safe.,Unisex,Google
GGOEGDHB213999,Google Atlanta Campus Water Bottle,['Drinkware'],USD,32,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHB213999.jpg,"['Black', 'White', 'Blue', 'Red', 'Green']",The Google Atlanta Campus Water Bottle is a great way to stay hydrated while youre on the go. This 17oz bottle is made of stainless steel and features a leak-proof lid. Its also dishwasher safe for easy cleaning.,Unisex,Google
GGOEGDHR162799,Google Water Bottle,"['Drinkware', 'Bottles']",USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDHR162799.jpg,"['Red', 'White']",This Google water bottle is made of aluminum and has a red finish. It has a black cap and a black loop for attaching it to a carabiner or keychain. The bottle is 25 ounces and is perfect for staying hydrated on the go.,Unisex,Google
GGOEGAEC171816,Google Bike T-shirt,"['Apparel', 'T-shirts']",USD,30,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1718.jpg,"['Blue', 'Multicolor']",A heather blue t-shirt with a multicolored bicycle printed on the front.,Unisex,Google
GGOEGBJD144399,Boulder Tote Bag,['Tote Bags'],USD,11,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJD144399.jpg,"['beige', 'black']","The Boulder Tote Bag is a stylish and sturdy bag perfect for carrying your everyday essentials. It is made of durable canvas material and features a spacious main compartment, a front pocket, and a reinforced bottom. The bag is also decorated with the Google Boulder logo.",unisex,Google
GGCPGCBA144199,Aromatherapy Set,"['Health & Beauty', 'Wellness & Relaxation']",USD,15,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGCBA144199.jpg,"['Blue', 'Black']","This set includes a weighted neck wrap and an eye mask to help you relax and de-stress. The wrap is filled with lavender and chamomile, which have calming and soothing properties. The eye mask is made of a soft, plush material that will block out light and help you get a good nights sleep.",women,Google
GGOECOAQ203199,Google Cloud Pen,"['Office supplies', 'Pens']",USD,3,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECOAQ203199.jpg,['White'],A white biodegradable pen with the Google Cloud logo printed on it.,Unisex,Google Cloud
GGOECCBQ220999,Google Cloud Zipper Pull,['Keychains'],USD,6,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECCBQ220999.jpg,['Multicolour'],The Google Cloud Zipper Pull is made of wood and features the Google Cloud logo. It is a great way to show your support for Google Cloud and keep your keys organized.,Unisex,Google Cloud
GGPRGCBQ110399,Google Cloud Food Container,"['Food & Beverage', 'Containers & Storage', 'Food Containers']",USD,32,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGCBQ110399.jpg,"['White', 'Black']",This is a white food container with a black lid. It is 6.5 inches tall and has a 16-ounce capacity. It is made of stainless steel and is dishwasher safe.,Unisex,Google Cloud
GGSIGADC102714,Patagonia Better Sweater Mens Full-Zip Jacket,"['Jackets & Coats', 'Sweaters']",USD,0,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1027.jpg,"['blue', 'navy']","The Better Sweater is a classic, versatile fleece jacket made from 100% recycled polyester. Fair Trade Certified sewn.",men,Google Cloud
GGEBCOLQ101099,Google Cloud Notepad,"['Office supplies', 'Notebooks']",USD,0,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCOLQ101099.jpg,"['White', 'Multicolor']",A white notepad with the Google Cloud logo printed on the cover.,Unisex,Google Cloud
GGOEGAEJ178514,Google Cloud Packable Lightweight Jacket,"['Apparel & Accessories', 'Jackets & Coats']",USD,52,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX1785.jpg,['Grey'],"This lightweight and packable jacket is made of water-resistant nylon and features a full-zip front, hood, and two front pockets. Its perfect for a day on the go, whether youre commuting to work or running errands.",Unisex,Google Cloud
GGEBCBRB109799,Google Cloud Division Pack,['Backpacks'],USD,0,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCBRB109799.jpg,"['Black', 'Red']","The Timbuk2 Division Pack is a great backpack for everyday use. It has a large main compartment, a front pocket with organization, and a side water bottle pocket. Its made from durable materials and is available in a variety of colors.",Unisex,Google Cloud
GGOEGCBD142299,Google Cork Tablet Case,"['Electronics', 'Tablet Cases']",USD,30,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBD142299.jpg,"['Brown', 'Multicolor']","Protect your tablet in style with this cork tablet case. The case is made from natural cork, which is a durable and eco-friendly material. The case features a zippered closure and a padded interior to keep your tablet safe and secure. The case is also water-resistant, so you can take it with you wherever you go.",unisex,Google
GGOEGCBA199099,Google Patch,['Accessories'],USD,4.5,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA199099.jpg,['Multicolor'],"A cute and colorful patch featuring the Google logo. Perfect for adding a touch of personality to your favorite jacket, backpack, or hat. Iron-on backing makes it easy to apply.",Unisex,Google
GGOEGCBA207299,Google Logo Pin,['Pins & Buttons'],USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA207299.jpg,['Multicolor'],The Google logo pin is a great way to show your love for the company. The pin is made of high-quality enamel and features the iconic Google logo. Its the perfect accessory for any Google fan.,Unisex,Google
GGOEGHPJ094299,Google Fold-over Beanie,"['Apparel', 'Unisex Beanies']",USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGHPJ094299.jpg,['Grey'],This is a fold-over beanie in grey with the Google logo embroidered on the front. It is made from 100% acrylic and is a one-size-fits-all.,Unisex,Google
GGOEGABQ216318,Global 5K  Unisex T-shirt,"['Clothing', 'Tops', 'T-shirts']",USD,20,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX2163.jpg,"['White', 'Red']",A white unisex t-shirt with the words Global 5K printed on it in red. The shirt is made of 100% cotton and is available in sizes S-XL.,Unisex,Google
